ID,Employee Satisfaction,Employer Ratings,Monthly working hours
9525,0.96,1,167
9526,0.55,0.9,177
9527,0.82,0.74,256
9528,0.24,0.65,143
9529,0.69,0.71,241
9530,0.29,0.68,210
9531,0.53,0.7,155
9532,0.65,0.77,248
9533,0.57,0.53,162
9534,0.6,0.5,137
9535,0.79,0.55,242
9536,0.41,0.5,257
9537,0.79,0.72,245
9538,0.5,0.8,234
9539,0.8,0.76,135
9540,0.61,0.79,269
9541,0.99,0.68,238
9542,0.77,0.86,101
9543,0.7,0.52,200
9544,0.55,0.87,241
9545,0.87,0.63,143
9546,0.97,0.6,169
9547,0.56,0.99,270
9548,0.99,0.81,246
9549,0.57,0.66,151
9550,1,0.84,227
9551,0.97,0.74,134
9552,0.81,0.54,155
9553,0.76,0.48,173
9554,0.95,0.55,134
9555,0.81,0.65,195
9556,0.8,0.65,264
9557,0.72,0.57,203
9558,0.68,0.65,243
9559,0.21,0.61,159
9560,0.46,0.4,145
9561,0.8,0.7,238
9562,0.57,0.64,151
9563,0.58,0.57,205
9564,0.91,1,211
9565,0.63,0.67,169
9566,0.95,0.86,263
9567,0.87,0.67,143
9568,0.22,0.53,160
9569,0.95,0.65,142
9570,0.18,0.5,169
9571,0.87,0.63,214
9572,0.23,0.84,131
9573,0.93,0.69,213
9574,0.58,0.75,244
9575,0.68,0.55,169
9576,0.76,0.71,156
9577,0.68,0.84,161
9578,0.99,0.47,152
9579,0.64,0.55,201
9580,0.61,0.83,269
9581,0.51,0.5,242
9582,0.69,0.66,113
9583,0.85,0.6,251
9584,0.55,0.89,99
9585,0.56,0.89,263
9586,0.69,0.68,214
9587,0.61,0.46,172
9588,0.47,0.65,172
9589,0.58,0.79,196
9590,0.16,0.56,152
9591,0.53,0.64,109
9592,0.82,0.82,193
9593,0.68,0.61,227
9594,0.6,0.72,181
9595,0.93,0.44,190
9596,0.58,0.49,107
9597,0.61,0.96,161
9598,0.74,0.71,243
9599,0.88,0.91,157
9600,0.94,0.8,147
9601,0.44,0.46,121
9602,0.73,0.52,274
9603,0.9,0.68,204
9604,0.97,0.49,199
9605,0.86,0.96,246
9606,0.81,0.98,141
9607,0.24,0.76,213
9608,0.92,0.97,199
9609,0.34,0.62,257
9610,0.95,0.53,143
9611,0.94,0.81,150
9612,0.54,0.82,284
9613,0.87,0.57,149
9614,0.54,0.74,160
9615,0.75,0.49,208
9616,0.88,1,248
9617,0.78,0.86,210
9618,0.88,0.71,219
9619,0.51,0.94,155
9620,0.31,0.7,182
9621,0.22,1,244
9622,0.56,0.83,157
9623,0.38,0.63,182
9624,0.56,0.47,185
9625,0.55,0.9,206
9626,0.74,0.99,156
9627,0.64,0.92,211
9628,0.69,0.91,247
9629,0.99,0.54,247
9630,0.66,0.75,235
9631,0.79,0.93,169
9632,0.92,0.54,246
9633,0.84,0.49,172
9634,0.31,0.59,218
9635,0.34,0.52,265
9636,0.88,0.96,173
9637,0.8,0.84,195
9638,0.75,0.92,160
9639,0.71,0.7,237
9640,0.66,0.49,206
9641,0.54,0.72,222
9642,0.47,0.4,113
9643,0.87,0.79,244
9644,0.9,0.52,162
9645,0.51,0.63,234
9646,0.62,0.71,168
9647,0.47,0.43,120
9648,0.59,0.94,274
9649,0.87,0.62,202
9650,0.59,0.97,209
9651,0.87,0.71,224
9652,0.89,0.93,168
9653,0.73,0.68,227
9654,0.79,0.98,217
9655,0.8,0.74,205
9656,0.73,0.89,223
9657,0.96,0.9,175
9658,0.66,0.96,175
9659,0.53,0.97,254
9660,0.86,0.56,215
9661,0.92,0.86,166
9662,0.31,0.95,205
9663,0.69,0.73,233
9664,0.7,0.83,189
9665,0.63,0.74,202
9666,0.24,0.53,165
9667,0.13,0.94,213
9668,0.47,0.41,140
9669,0.53,0.58,251
9670,0.96,0.96,243
9671,0.92,0.88,111
9672,0.56,0.59,178
9673,0.51,0.88,230
9674,0.22,0.85,172
9675,0.83,0.92,268
9676,0.85,0.48,208
9677,0.85,0.92,188
9678,0.85,0.9,247
9679,0.73,0.82,205
9680,0.18,0.52,213
9681,0.63,0.87,145
9682,0.5,0.48,106
9683,0.63,0.47,180
9684,0.15,0.95,251
9685,0.96,0.69,156
9686,0.96,0.91,179
9687,0.31,0.51,229
9688,0.59,0.49,149
9689,0.75,0.98,198
9690,0.96,0.51,241
9691,0.69,0.67,156
9692,0.92,0.89,220
9693,0.96,0.82,185
9694,0.67,0.7,222
9695,0.49,0.56,221
9696,0.85,0.65,280
9697,0.85,0.53,250
9698,0.91,0.77,167
9699,0.7,0.48,238
9700,0.98,0.99,132
9701,0.48,0.48,245
9702,0.39,0.6,161
9703,0.66,0.89,242
9704,0.6,0.61,104
9705,0.88,0.9,152
9706,0.85,0.83,226
9707,0.76,0.81,175
9708,1,0.67,241
9709,0.79,0.74,158
9710,0.63,0.52,226
9711,0.5,0.83,220
9712,0.83,0.74,233
9713,0.71,0.81,141
9714,0.94,0.87,157
9715,0.56,0.57,112
9716,0.78,0.71,216
9717,0.34,0.46,131
9718,0.62,0.67,212
9719,0.82,0.74,163
9720,0.42,0.5,151
9721,0.51,0.79,137
9722,0.63,0.78,158
9723,0.43,0.81,102
9724,0.5,0.49,256
9725,0.81,0.87,203
9726,0.63,0.7,177
9727,0.86,0.7,197
9728,0.92,0.91,202
9729,0.72,0.78,229
9730,0.78,0.63,181
9731,0.76,0.65,254
9732,0.84,0.63,162
9733,0.78,0.54,102
9734,0.57,0.59,197
9735,0.15,0.42,98
9736,0.69,0.77,232
9737,0.73,0.6,252
9738,0.96,0.54,161
9739,0.91,0.78,169
9740,0.58,0.97,216
9741,0.84,0.56,266
9742,0.51,0.58,141
9743,0.71,0.95,249
9744,0.63,0.82,268
9745,0.66,0.51,192
9746,0.5,0.8,201
9747,0.56,0.89,163
9748,0.57,0.46,167
9749,0.7,0.65,202
9750,0.84,0.62,245
9751,0.33,0.59,243
9752,0.64,0.94,204
9753,0.93,0.54,239
9754,1,0.58,229
9755,0.91,0.49,213
9756,0.56,0.59,254
9757,0.62,0.52,253
9758,0.98,0.68,253
9759,0.96,0.85,211
9760,0.61,0.99,98
9761,0.92,0.66,133
9762,0.58,0.67,265
9763,0.47,0.49,112
9764,0.87,0.7,224
9765,0.8,0.64,180
9766,0.54,0.53,203
9767,0.14,0.83,275
9768,0.98,0.76,168
9769,0.13,0.58,203
9770,0.64,0.81,209
9771,0.91,0.75,166
9772,0.24,0.71,187
9773,0.34,0.42,287
9774,0.51,0.85,248
9775,0.91,0.7,193
9776,0.86,0.9,162
9777,1,0.61,188
9778,0.37,0.41,101
9779,0.46,0.73,256
9780,0.86,0.8,134
9781,0.36,0.68,126
9782,0.52,0.93,243
9783,0.51,0.73,205
9784,0.69,0.94,259
9785,0.67,0.5,219
9786,0.6,0.99,161
9787,0.71,0.57,207
9788,0.65,0.79,201
9789,0.48,0.92,234
9790,0.67,0.58,158
9791,0.68,0.63,185
9792,0.74,0.85,176
9793,0.9,0.77,163
9794,0.67,0.83,171
9795,0.64,0.66,163
9796,0.54,0.87,163
9797,0.6,0.73,180
9798,0.72,0.67,243
9799,0.97,0.49,213
9800,0.99,0.89,273
9801,0.75,0.93,195
9802,0.84,0.98,246
9803,0.76,0.5,196
9804,0.96,0.51,205
9805,0.12,0.81,287
9806,0.54,0.79,211
9807,0.69,0.98,261
9808,0.77,0.71,204
9809,0.96,0.86,163
9810,0.53,0.62,162
9811,0.54,0.72,259
9812,0.89,0.64,151
9813,0.52,0.84,266
9814,0.29,0.65,110
9815,0.93,0.6,271
9816,0.71,0.68,208
9817,0.23,0.5,150
9818,0.89,0.96,122
9819,0.51,0.5,246
9820,0.27,0.64,188
9821,0.9,0.53,167
9822,0.88,0.57,261
9823,0.91,0.83,235
9824,0.65,0.63,199
9825,0.68,0.5,166
9826,0.58,0.63,272
9827,0.68,0.62,158
9828,0.59,0.76,264
9829,0.56,0.57,274
9830,0.74,0.44,169
9831,0.5,0.91,148
9832,0.85,0.65,162
9833,0.57,0.48,221
9834,0.89,0.58,167
9835,0.76,0.66,206
9836,0.96,0.7,169
9837,0.81,0.68,179
9838,0.79,0.85,100
9839,0.63,0.66,177
9840,0.92,0.82,252
9841,0.77,0.74,202
9842,0.73,0.87,263
9843,0.74,0.98,160
9844,0.8,0.74,229
9845,0.82,0.85,195
9846,0.48,0.81,212
9847,0.79,0.54,190
9848,0.87,0.41,219
9849,0.96,0.88,193
9850,0.96,0.58,197
9851,0.69,0.66,206
9852,0.42,0.58,140
9853,0.7,0.76,173
9854,0.97,0.76,142
9855,0.6,0.59,237
9856,0.63,0.63,252
9857,0.65,0.82,196
9858,0.85,0.81,205
9859,0.54,0.83,201
9860,0.23,0.74,120
9861,0.95,0.73,187
9862,1,0.51,274
9863,0.77,0.93,227
9864,0.8,0.53,245
9865,0.88,0.56,243
9866,0.73,0.68,132
9867,0.54,0.9,206
9868,0.92,0.58,205
9869,0.14,0.88,162
9870,0.65,0.79,266
9871,0.17,0.89,261
9872,0.18,0.67,209
9873,0.58,0.5,184
9874,0.63,0.67,229
9875,0.68,0.81,180
9876,0.91,0.98,135
9877,0.95,0.94,174
9878,0.89,0.76,278
9879,0.76,0.76,197
9880,0.96,0.72,157
9881,0.78,0.63,156
9882,0.98,0.9,186
9883,0.76,0.42,217
9884,0.63,0.49,192
9885,0.39,0.37,127
9886,0.91,0.67,257
9887,0.8,0.8,229
9888,0.89,0.64,274
9889,0.75,0.41,196
9890,0.94,0.85,137
9891,0.5,0.75,239
9892,0.75,0.95,177
9893,0.84,0.78,164
9894,0.55,0.81,229
9895,0.59,0.82,149
9896,0.58,0.43,224
9897,0.91,0.59,179
9898,0.43,0.92,151
9899,0.51,0.79,222
9900,0.81,0.96,219
9901,0.72,0.39,257
9902,0.89,0.99,258
9903,0.61,0.74,185
9904,0.57,0.7,248
9905,0.74,0.82,154
9906,0.87,0.64,187
9907,0.58,0.62,182
9908,0.63,0.59,189
9909,0.89,0.85,195
9910,0.49,0.74,154
9911,0.59,0.59,244
9912,0.71,0.99,228
9913,0.58,0.62,218
9914,0.84,0.61,202
9915,0.92,0.48,208
9916,0.91,0.59,266
9917,0.92,0.78,177
9918,0.95,0.65,183
9919,0.53,0.62,201
9920,0.89,0.89,179
9921,0.81,0.84,198
9922,0.78,0.67,209
9923,0.66,0.48,203
9924,0.37,0.71,266
9925,0.55,0.84,200
9926,0.79,0.88,195
9927,0.89,0.83,269
9928,0.54,0.76,226
9929,0.74,0.8,200
9930,0.7,0.47,176
9931,0.37,0.85,185
9932,0.84,0.71,179
9933,0.55,0.58,208
9934,0.93,0.79,241
9935,0.97,0.55,166
9936,0.64,0.53,216
9937,0.62,0.64,185
9938,0.26,0.91,183
9939,0.93,0.49,255
9940,0.27,0.61,213
9941,0.9,0.63,173
9942,0.16,0.7,246
9943,0.75,0.63,148
9944,0.72,0.74,238
9945,0.68,0.51,185
9946,0.13,0.77,201
9947,0.96,0.92,150
9948,0.71,0.72,137
9949,0.85,0.66,189
9950,0.87,0.91,229
9951,0.86,0.93,199
9952,0.49,0.85,250
9953,0.99,0.59,263
9954,0.75,0.95,268
9955,0.61,0.64,187
9956,0.89,0.84,196
9957,0.77,0.7,232
9958,0.7,0.79,226
9959,0.5,0.58,96
9960,0.61,1,133
9961,0.98,0.53,214
9962,0.61,0.77,252
9963,0.85,0.56,199
9964,0.42,0.85,150
9965,0.56,0.75,141
9966,0.88,0.8,239
9967,0.92,0.69,139
9968,0.85,0.77,146
9969,0.66,0.74,179
9970,0.82,0.93,160
9971,0.14,0.58,205
9972,0.6,0.98,213
9973,0.92,0.65,260
9974,0.51,0.72,242
9975,0.85,0.46,123
9976,0.43,0.84,285
9977,0.98,0.56,103
9978,0.84,0.55,264
9979,0.7,0.52,227
9980,0.82,0.82,267
9981,0.94,0.67,142
9982,0.55,0.79,254
9983,0.98,0.5,251
9984,0.78,0.63,158
9985,0.99,0.77,160
9986,0.74,0.58,215
9987,0.5,0.74,237
9988,0.25,0.8,237
9989,0.49,0.55,268
9990,0.63,0.74,234
9991,0.68,0.73,250
9992,0.62,0.54,212
9993,0.89,0.52,189
9994,0.31,0.37,104
9995,0.89,0.61,211
9996,0.72,0.65,109
9997,0.84,0.75,168
9998,0.88,0.71,184
9999,0.74,1,242
10000,0.96,0.95,215
10001,0.82,0.89,182
10002,0.7,0.64,260
10003,0.61,0.84,265
10004,0.65,0.83,182
10005,0.77,0.64,191
10006,0.81,0.77,167
10007,0.87,0.66,270
10008,0.96,0.73,273
10009,0.48,0.7,251
10010,0.78,0.96,217
10011,0.75,1,222
10012,0.23,0.87,258
10013,0.85,0.76,197
10014,0.67,0.56,193
10015,0.71,0.81,182
10016,0.72,0.7,163
10017,0.8,0.77,224
10018,0.64,0.86,143
10019,0.54,0.42,218
10020,0.73,0.67,208
10021,0.73,1,229
10022,0.55,0.62,184
10023,0.63,0.41,180
10024,0.15,0.8,121
10025,0.6,0.5,203
10026,0.38,0.51,151
10027,0.81,0.77,239
10028,0.75,0.53,166
10029,0.52,0.92,268
10030,0.51,1,196
10031,0.66,0.62,241
10032,0.8,0.87,251
10033,0.85,0.69,263
10034,0.77,0.73,224
10035,0.29,0.4,138
10036,0.15,0.67,167
10037,0.73,0.83,266
10038,0.55,0.74,116
10039,0.2,0.69,160
10040,0.56,0.68,144
10041,0.55,0.54,190
10042,0.9,0.49,175
10043,0.73,0.55,206
10044,0.48,0.99,180
10045,0.64,0.74,157
10046,0.95,0.75,203
10047,0.82,0.66,238
10048,0.95,0.65,273
10049,0.92,0.9,179
10050,0.22,0.84,131
10051,0.17,0.77,151
10052,0.51,0.55,261
10053,0.67,0.64,203
10054,0.6,0.66,143
10055,0.99,0.55,97
10056,0.35,0.71,204
10057,0.13,0.72,154
10058,0.97,0.93,160
10059,0.49,0.61,232
10060,0.62,0.71,255
10061,0.35,0.54,128
10062,0.81,0.79,222
10063,0.57,0.75,171
10064,1,0.66,173
10065,0.93,0.71,272
10066,0.89,0.85,166
10067,0.64,0.61,143
10068,0.54,0.95,149
10069,0.52,0.85,257
10070,0.12,0.65,262
10071,0.14,0.49,115
10072,0.57,0.54,142
10073,0.57,0.64,144
10074,1,0.56,247
10075,0.94,0.58,216
10076,0.93,0.48,276
10077,0.91,0.88,123
10078,0.85,0.77,264
10079,0.8,0.98,189
10080,0.68,0.69,148
10081,0.91,0.6,150
10082,0.93,0.9,172
10083,0.81,0.68,236
10084,0.51,0.74,151
10085,0.49,0.52,168
10086,0.55,0.55,256
10087,0.17,0.51,213
10088,0.8,0.79,148
10089,0.61,0.67,266
10090,0.59,0.73,195
10091,0.67,0.77,242
10092,0.96,0.81,183
10093,0.72,0.66,134
10094,0.72,0.76,189
10095,0.99,0.61,196
10096,0.22,0.61,150
10097,0.32,0.52,191
10098,0.64,0.86,248
10099,0.9,0.49,256
10100,0.86,0.9,158
10101,0.67,0.76,210
10102,0.9,0.59,247
10103,0.52,0.8,156
10104,0.57,0.89,202
10105,0.55,0.83,157
10106,0.2,0.83,258
10107,0.89,0.66,176
10108,0.15,0.56,214
10109,0.8,0.6,212
10110,0.55,0.48,271
10111,0.53,0.64,281
10112,0.62,0.77,204
10113,1,0.58,112
10114,0.31,0.75,120
10115,0.62,0.51,134
10116,0.73,0.61,222
10117,0.52,0.61,203
10118,0.33,0.65,239
10119,0.88,0.5,142
10120,0.65,0.54,177
10121,0.91,0.7,201
10122,0.83,0.91,196
10123,0.2,0.87,140
10124,0.96,0.8,195
10125,0.75,0.89,154
10126,0.93,0.57,141
10127,0.87,0.49,213
10128,0.94,0.58,222
10129,0.85,0.72,150
10130,0.63,0.5,172
10131,0.78,0.63,261
10132,0.87,0.92,248
10133,0.77,0.76,149
10134,1,0.61,178
10135,0.93,0.81,212
10136,0.5,0.4,108
10137,0.9,0.66,160
10138,0.61,0.56,160
10139,0.57,0.97,196
10140,0.43,0.5,121
10141,0.6,0.56,268
10142,0.56,0.92,232
10143,0.57,0.62,263
10144,0.56,0.82,208
10145,0.64,0.9,143
10146,0.53,0.56,236
10147,0.19,0.6,198
10148,0.5,0.8,261
10149,0.86,0.97,258
10150,0.92,0.66,230
10151,0.82,0.97,137
10152,0.54,0.51,258
10153,0.23,0.51,139
10154,0.65,0.71,186
10155,0.99,0.98,259
10156,0.54,0.59,202
10157,0.99,0.68,235
10158,0.76,0.89,224
10159,0.57,0.54,210
10160,0.53,0.75,240
10161,0.86,0.55,149
10162,0.97,0.96,250
10163,0.13,0.76,171
10164,0.73,0.89,139
10165,0.62,0.95,132
10166,0.59,0.37,125
10167,0.63,0.7,141
10168,0.64,0.52,269
10169,0.5,0.85,249
10170,0.58,0.89,256
10171,0.32,0.87,179
10172,0.72,0.67,210
10173,0.61,0.74,160
10174,0.97,0.55,267
10175,0.87,0.64,169
10176,0.88,0.81,235
10177,0.52,0.99,136
10178,0.95,0.81,210
10179,0.96,0.62,230
10180,0.98,0.58,186
10181,0.51,0.51,271
10182,1,0.63,105
10183,0.97,0.67,147
10184,0.79,0.56,177
10185,0.64,0.45,135
10186,0.84,0.76,243
10187,0.94,0.57,166
10188,0.7,0.79,194
10189,0.64,1,201
10190,0.56,0.88,248
10191,0.32,0.81,111
10192,0.75,0.72,174
10193,0.78,0.58,241
10194,0.7,0.49,173
10195,0.21,0.39,132
10196,0.64,0.96,274
10197,0.54,0.52,115
10198,0.79,0.98,170
10199,0.91,0.58,172
10200,0.76,0.73,148
10201,0.77,0.95,246
10202,0.92,0.88,151
10203,0.53,0.57,141
10204,0.44,0.52,269
10205,0.54,0.52,170
10206,0.93,0.5,135
10207,0.67,0.68,254
10208,0.66,0.99,228
10209,0.7,0.6,266
10210,0.79,0.57,152
10211,0.5,0.75,178
10212,1,0.75,237
10213,0.61,0.52,255
10214,0.72,0.5,245
10215,0.78,0.95,155
10216,0.87,0.84,216
10217,0.57,0.58,251
10218,0.85,0.96,260
10219,0.83,0.67,132
10220,0.4,0.37,169
10221,0.91,0.69,259
10222,0.48,0.98,257
10223,0.94,0.58,190
10224,0.65,0.76,171
10225,0.54,0.49,190
10226,0.76,0.81,270
10227,0.88,0.59,227
10228,0.9,0.55,195
10229,0.64,0.75,169
10230,0.74,0.75,169
10231,0.45,0.54,184
10232,0.61,0.62,240
10233,0.16,0.97,282
10234,0.67,0.74,226
10235,0.74,0.74,254
10236,0.53,0.57,250
10237,0.75,0.98,143
10238,0.76,0.98,258
10239,0.72,0.72,265
10240,0.65,0.54,181
10241,0.69,0.66,178
10242,0.7,0.74,194
10243,0.66,0.84,253
10244,0.13,0.48,210
10245,0.67,0.53,264
10246,0.99,0.7,219
10247,0.51,0.86,198
10248,0.61,0.7,161
10249,0.9,0.6,255
10250,0.61,0.62,233
10251,0.15,0.89,251
10252,0.53,0.85,268
10253,0.41,0.48,135
10254,0.9,0.64,201
10255,0.67,0.9,171
10256,0.22,0.7,225
10257,0.35,0.56,144
10258,0.66,0.96,185
10259,0.63,0.82,275
10260,0.89,0.67,269
10261,0.88,0.75,201
10262,0.73,0.6,166
10263,1,0.83,280
10264,0.99,0.89,254
10265,0.12,0.84,230
10266,0.64,0.43,269
10267,0.65,0.72,248
10268,0.56,0.57,161
10269,0.88,0.62,237
10270,0.54,0.68,144
10271,0.77,0.8,255
10272,0.66,0.67,148
10273,0.54,0.65,185
10274,0.14,0.43,238
10275,0.85,0.69,273
10276,0.9,0.66,256
10277,0.81,0.79,177
10278,0.14,0.76,215
10279,0.94,0.96,270
10280,0.69,0.82,272
10281,0.66,0.67,268
10282,0.75,0.61,272
10283,0.53,0.61,182
10284,0.91,0.82,280
10285,0.93,0.61,205
10286,0.89,0.91,264
10287,0.84,0.79,150
10288,0.94,0.86,150
10289,1,0.86,195
10290,0.79,0.68,272
10291,0.62,0.61,171
10292,0.45,0.43,253
10293,0.54,0.48,158
10294,0.13,0.97,156
10295,0.99,0.73,181
10296,0.54,0.75,249
10297,0.52,0.38,132
10298,0.24,0.65,248
10299,0.12,0.7,277
10300,0.52,0.96,166
10301,0.44,0.63,193
10302,0.81,0.53,148
10303,0.25,0.64,226
10304,0.63,0.91,233
10305,0.61,0.46,171
10306,0.51,0.56,157
10307,0.66,0.54,191
10308,0.86,0.59,189
10309,0.98,0.89,181
10310,0.99,0.37,219
10311,0.78,0.91,166
10312,0.84,0.53,275
10313,0.17,0.59,160
10314,0.48,0.72,186
10315,0.63,0.66,256
10316,0.58,0.67,156
10317,0.7,0.48,99
10318,0.61,0.85,273
10319,0.91,0.81,135
10320,0.34,0.82,202
10321,0.56,0.49,256
10322,0.93,0.81,143
10323,0.56,0.81,216
10324,0.99,0.5,173
10325,0.77,0.83,154
10326,0.76,0.61,172
10327,0.65,0.65,180
10328,0.5,0.76,174
10329,0.59,0.61,210
10330,0.68,0.58,186
10331,0.85,0.82,184
10332,0.83,0.77,260
10333,0.7,0.58,207
10334,0.16,0.76,210
10335,0.66,0.95,206
10336,0.81,0.84,173
10337,0.96,0.74,194
10338,0.66,0.54,203
10339,0.83,0.53,186
10340,0.99,0.9,175
10341,0.99,0.83,274
10342,0.67,0.78,193
10343,0.54,0.61,264
10344,0.22,0.69,212
10345,0.25,0.82,244
10346,0.73,0.98,216
10347,1,0.88,252
10348,0.4,0.58,135
10349,0.45,0.5,99
10350,0.61,0.81,136
10351,0.81,0.64,176
10352,0.61,0.76,135
10353,0.57,0.94,230
10354,0.9,0.65,221
10355,0.43,0.82,138
10356,0.99,0.98,169
10357,0.62,0.49,174
10358,0.63,0.65,162
10359,0.89,0.99,274
10360,0.61,0.84,206
10361,0.62,0.89,254
10362,0.86,0.61,181
10363,0.75,0.62,144
10364,0.63,0.54,147
10365,0.69,0.8,212
10366,0.71,0.76,134
10367,0.63,0.95,134
10368,0.89,0.7,256
10369,0.71,0.36,132
10370,0.88,0.82,109
10371,0.73,0.52,141
10372,0.52,0.83,180
10373,0.77,0.65,162
10374,0.94,0.48,143
10375,0.99,0.87,211
10376,0.89,0.56,225
10377,0.53,0.52,135
10378,0.23,0.64,228
10379,0.87,0.73,111
10380,0.21,0.69,144
10381,0.71,0.51,202
10382,0.75,0.71,147
10383,0.63,0.89,239
10384,0.55,0.4,219
10385,0.93,0.55,134
10386,0.53,0.89,167
10387,0.94,0.89,192
10388,0.46,0.82,189
10389,0.59,0.53,213
10390,0.75,0.56,231
10391,0.76,0.63,198
10392,0.96,0.89,163
10393,0.55,0.93,251
10394,0.52,0.82,170
10395,0.55,0.5,231
10396,0.52,0.98,165
10397,0.49,0.5,183
10398,0.49,0.89,213
10399,1,0.89,230
10400,0.97,0.62,167
10401,0.97,0.89,264
10402,0.21,0.43,249
10403,0.24,0.7,153
10404,0.76,0.79,111
10405,0.78,0.6,232
10406,0.59,0.52,190
10407,0.54,0.71,145
10408,0.34,0.69,193
10409,0.91,0.82,183
10410,0.49,0.61,240
10411,0.71,1,210
10412,0.64,0.72,152
10413,0.6,0.61,140
10414,0.91,0.66,208
10415,0.92,0.6,198
10416,0.91,0.52,178
10417,0.88,0.77,279
10418,0.86,0.82,263
10419,0.81,0.54,215
10420,0.84,0.73,181
10421,0.56,0.55,270
10422,0.6,0.52,236
10423,0.71,0.87,271
10424,0.62,0.79,172
10425,0.73,0.65,145
10426,0.56,0.69,198
10427,0.6,0.74,175
10428,0.55,0.64,260
10429,0.5,0.7,135
10430,0.42,0.73,108
10431,0.51,0.94,260
10432,0.66,0.94,176
10433,0.79,0.67,222
10434,0.3,0.66,119
10435,0.57,1,241
10436,0.74,0.93,225
10437,0.98,0.56,188
10438,0.17,0.73,188
10439,0.62,0.77,225
10440,0.32,0.4,132
10441,0.58,0.91,185
10442,0.59,0.9,173
10443,0.59,0.55,179
10444,0.8,0.58,189
10445,0.84,0.85,246
10446,0.54,0.76,166
10447,0.51,0.98,245
10448,0.66,0.56,104
10449,0.37,0.52,151
10450,0.49,0.63,213
10451,0.88,0.71,255
10452,0.66,0.9,268
10453,0.25,0.53,160
10454,0.49,0.52,267
10455,0.87,0.77,190
10456,0.54,0.95,255
10457,0.24,0.95,168
10458,0.65,0.74,228
10459,0.58,0.87,181
10460,0.77,0.54,252
10461,0.86,0.63,244
10462,0.62,0.69,207
10463,0.56,0.48,134
10464,0.75,0.53,244
10465,0.8,0.96,160
10466,0.56,0.93,260
10467,0.83,0.6,170
10468,0.51,0.98,171
10469,0.82,0.9,232
10470,0.81,0.91,184
10471,0.52,0.64,268
10472,0.79,0.56,248
10473,0.83,0.5,274
10474,0.97,0.81,145
10475,0.61,0.88,134
10476,0.84,0.66,114
10477,0.9,1,218
10478,0.82,0.77,152
10479,0.69,0.76,174
10480,0.18,0.73,231
10481,0.33,1,210
10482,0.15,0.92,164
10483,0.61,0.78,198
10484,0.92,0.55,220
10485,0.13,0.61,283
10486,0.18,0.48,240
10487,0.27,0.85,142
10488,0.66,0.61,263
10489,0.21,0.81,142
10490,0.92,0.9,203
10491,0.97,0.5,266
10492,0.97,0.7,253
10493,0.64,0.61,136
10494,0.75,0.9,140
10495,0.9,0.76,252
10496,0.81,0.75,101
10497,0.99,0.72,163
10498,0.49,0.5,170
10499,0.92,0.4,238
10500,0.74,0.56,190
10501,0.37,0.37,173
10502,0.67,0.61,145
10503,0.74,0.89,182
10504,0.85,0.64,188
10505,0.72,0.71,133
10506,0.75,0.71,155
10507,0.91,0.4,153
10508,0.84,0.62,138
10509,0.64,0.51,177
10510,0.15,0.91,98
10511,0.66,0.66,225
10512,0.2,0.69,236
10513,0.97,0.78,268
10514,0.59,0.73,230
10515,0.88,0.6,162
10516,0.16,0.73,197
10517,0.61,0.96,247
10518,0.52,0.79,234
10519,0.82,0.49,276
10520,0.75,0.94,217
10521,0.62,0.5,156
10522,0.91,0.88,189
10523,0.61,0.98,238
10524,0.79,0.77,201
10525,0.9,0.93,263
10526,0.75,0.83,146
10527,0.81,0.64,213
10528,0.59,0.88,159
10529,0.56,0.83,236
10530,0.98,0.79,257
10531,0.59,0.72,168
10532,0.61,0.67,151
10533,0.78,0.7,139
10534,0.55,0.93,196
10535,0.2,0.97,237
10536,0.79,0.44,236
10537,0.52,0.98,265
10538,0.97,0.52,207
10539,0.63,0.94,219
10540,0.85,0.99,208
10541,0.59,0.74,240
10542,0.64,0.6,135
10543,0.8,0.67,236
10544,0.61,0.75,140
10545,0.87,0.61,162
10546,0.75,0.59,117
10547,0.96,0.51,225
10548,0.75,0.92,211
10549,0.19,0.58,173
10550,0.52,0.97,170
10551,0.6,0.6,242
10552,0.9,0.81,175
10553,0.89,0.92,195
10554,0.54,0.93,184
10555,0.99,0.55,170
10556,0.66,0.56,185
10557,0.92,0.64,259
10558,0.19,0.72,102
10559,0.39,0.37,156
10560,0.41,0.68,191
10561,0.6,0.49,239
10562,0.95,0.54,235
10563,0.51,0.87,130
10564,0.54,0.74,166
10565,0.16,0.54,206
10566,0.98,0.77,191
10567,0.65,0.75,214
10568,0.38,0.5,196
10569,0.95,0.71,151
10570,0.6,0.62,165
10571,0.78,0.91,177
10572,0.19,0.63,241
10573,0.56,0.99,230
10574,0.21,0.71,270
10575,0.83,0.71,234
10576,0.5,0.64,257
10577,0.74,0.87,264
10578,0.75,0.83,133
10579,0.85,0.66,155
10580,0.93,0.59,202
10581,0.76,0.7,136
10582,0.91,0.78,269
10583,0.22,0.54,169
10584,0.78,0.52,192
10585,0.53,0.8,241
10586,0.58,0.69,165
10587,0.99,0.81,183
10588,0.62,0.64,163
10589,0.59,0.69,162
10590,0.13,0.76,219
10591,0.19,0.63,278
10592,0.94,0.99,273
10593,0.53,0.96,272
10594,0.96,0.85,168
10595,0.62,0.87,221
10596,0.81,0.86,213
10597,0.63,0.78,275
10598,0.92,0.68,177
10599,0.83,0.74,249
10600,0.49,0.37,246
10601,0.8,0.66,223
10602,0.54,0.76,244
10603,0.37,0.72,169
